id,zip_code,price,bds,ba,sqft,sold_year,sold_month,sold_day,type,year_built,heating,cooling,parking,pets,laundry,flooring,appliances,view_city,view_mountain,view_park,view_water,most_recent_listing_date,most_recent_listing_price,sold_time,listing_sold_time_diff,price_percent_change
"['250', 'W', '103rd', 'St', 'APT', '11', 'D']",NY 10025,1030000,2,1,,2020,8,13,Condo,1917,,Central,Covered,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,2/20/2020 0:00,1125000,8/13/2020,175,-0.084444444
"['450', 'W', '17th', 'St', 'APT', '2108']",NY 10011,2800000,2,2,1600,2020,8,13,Multiple Occupancy,2006,,Central,"Garage - Detached, Covered",,,,Other interior features,1,0,0,0,3/19/2018 0:00,3499000,8/13/2020,878,-0.199771363
"['220', 'Madison', 'Ave', 'APT', '6F']",NY 10016,810000,1,2,950,2020,8,12,Condo,1941,,,Covered,,,Flooring: Hardwood,Other interior features,1,0,0,0,6/24/2019 0:00,975000,8/12/2020,415,-0.169230769
"['312', 'E', '89th', 'St', 'APT', '5B']",NY 10128,340000,,1,,2020,8,12,Condo,1960,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,1/20/2020 0:00,355000,8/12/2020,205,-0.042253521
"['410', 'W', '25th', 'St', 'APT', '2B']",NY 10001,750000,1,2,600,2020,8,11,Condo,1910,,,0 spaces,,,,,1,0,0,0,12/29/2015 0:00,735000,8/11/2020,1687,0.020408163
"['263', 'W', 'End', 'Ave', 'APT', '17B']",NY 10023,1720000,1,2,1000,2020,8,10,Condo,1929,,Central,0 spaces,,,,,1,0,0,0,5/15/2019 0:00,1995000,8/10/2020,453,-0.137844612
"['85', 'Stanton', 'St', 'APT', '3A']",NY 10002,800000,2,1,725,2020,8,10,Condo,1900,"Wall, Gas",Wall,None,,,,"Appliances included: Dishwasher, Dryer, Freezer, Microwave, Range / Oven, Refrigerator, Washer",1,0,0,0,1/16/2020 0:00,875000,8/10/2020,207,-0.085714286
"['4', 'W', '106th', 'St', '5']",NY 10025,80000,,1,,2020,8,7,Condo,1904,,,Covered,,,,,1,0,0,0,10/9/2017 0:00,310000,8/7/2020,1033,-0.741935484
"['245', 'E', '54th', 'St', '4HJ']",NY 10022,985000,2,2,,2020,8,6,Condo,1977,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,10/30/2019 0:00,1075000,8/6/2020,281,-0.08372093
"['181', '7th', 'Ave', 'APT', '6A']",NY 10011,600000,,1,419,2020,8,5,Condo,1987,,Central,Covered,,,,Other interior features,1,0,0,0,6/2/2020 0:00,695000,8/5/2020,64,-0.136690647
"['321', 'E', '45th', 'St', '4C']",NY 10017,548000,,1,400,2020,8,5,Condo,1960,,,0 spaces,,,Flooring: Hardwood,Other interior features,1,0,0,0,1/2/2019 0:00,299000,8/5/2020,581,0.83277592
"['799', 'Park', 'Ave', 'APT', '15A']",NY 10021,2700000,2,3,,2020,8,5,Condo,1961,,Central,Covered,,,,See more facts and features,1,0,0,0,10/10/2019 0:00,2950000,8/5/2020,300,-0.084745763
"['321', 'E', '45th', 'St', 'APT', '9', 'G']",NY 10017,548000,2,1,750,2020,8,5,Condo,1960,,,Covered,,,,"Appliances included: Dishwasher, Dryer, Refrigerator",1,0,0,0,8/3/2019 0:00,649000,8/5/2020,368,-0.155624037
"['320', 'W', '84th', 'St', 'APT', '1F']",NY 10024,498000,1,1,24941,2020,8,4,Condo,1900,,,Covered,,,,,1,0,0,0,10/24/2019 0:00,500000,8/4/2020,285,-0.004
"['1438', '3rd', 'Ave', 'APT', '2B']",NY 10028,2550000,3,2,1846,2020,8,3,Condo,1985,,,Covered,,,Flooring: Hardwood,Other interior features,1,0,0,0,1/22/2020 0:00,2595000,8/3/2020,194,-0.01734104
"['159', 'E', '30th', 'St', 'APT', '4C']",NY 10016,720000,2,1,816,2020,8,3,Condo,1987,,Central,0 spaces,,,,Other interior features,1,0,0,0,9/4/2019 0:00,849000,8/3/2020,334,-0.151943463
"['400', 'E', '67th', 'St', 'PENTHOUSE', '31']",NY 10065,9990000,3,5,4073,2020,7,31,Condo,2005,,Central,0 spaces,,,,Other interior features,1,0,0,0,3/19/2020 0:00,12000000,7/31/2020,134,-0.1675
"['201', 'W', '72nd', 'St', 'APT', '12M']",NY 10023,1150000,1,2,800,2020,7,31,Condo,1990,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,2/21/2020 0:00,1150000,7/31/2020,161,0
"['301', 'E', '48th', 'St', 'APT', '12G']",NY 10017,722500,1,1,,2020,7,31,Condo,1964,,Central,Garage - Attached,,,,Appliances included: Dishwasher,1,0,0,0,5/28/2020 0:00,722500,7/31/2020,64,0
"['45', 'Park', 'Ave', 'APT', '1503']",NY 10016,2200000,2,3,1440,2020,7,31,Condo,2006,,Central,"Garage - Attached, Covered",,,,Other interior features,1,0,0,0,9/25/2019 0:00,2325000,7/31/2020,310,-0.053763441
"['340', 'E', '64th', 'St', 'APT', '14R']",NY 10065,1280000,1,2,1277,2020,7,30,Condo,1965,,,0 spaces,,,,"Appliances included: Dryer, Washer",1,0,0,0,1/16/2020 0:00,1295000,7/30/2020,196,-0.011583012
"['320', 'E', '57th', 'St', 'APT', '6A']",NY 10022,1100000,2,2,1200,2020,7,30,Condo,1928,,Central,0 spaces,,,,Other interior features,1,0,0,0,1/18/2020 0:00,1195000,7/30/2020,194,-0.079497908
"['301', 'E', '75th', 'St', 'APT', '12A']",NY 10021,712500,1,1,,2020,7,30,Condo,1966,,,0 spaces,,,,Appliances included: Dishwasher,1,0,0,0,11/14/2019 0:00,725000,7/30/2020,259,-0.017241379
"['140', 'W', '69th', 'St', 'APT', '108']",NY 10023,1650000,2,2,,2020,7,30,Condo,1905,,,Covered,,,,"Appliances included: Dryer, Washer",1,0,0,0,2/8/2020 0:00,1795000,7/30/2020,173,-0.080779944
"['470', '472', 'W', '146th', 'St']",NY 10031,360000,4,1,600,2020,7,30,Condo,1926,,,0 spaces,,,,,1,0,0,0,,,7/30/2020,no listing date,
"['45', 'Greene', 'St', 'APT', '5']",NY 10013,3770000,2,2,2300,2020,7,30,Condo,1920,,,0 spaces,,,,"Appliances included: Dryer, Washer",1,0,0,0,5/13/2019 0:00,4450000,7/30/2020,444,-0.152808989
"['750', 'Park', 'Ave']",NY 10021,999000,,1,550,2020,7,29,Condo,1951,"Forced air, Gas",Central,"On-street, Covered",,,,"Appliances included: Dishwasher, Microwave, Range / Oven, Refrigerator",1,0,0,0,5/29/2019 0:00,9000000,7/29/2020,427,-0.889
"['225', '227', 'W', '60th', 'St', '12C']",NY 10023,1610000,2,2,1181,2020,7,29,Condo,2005,Forced air,Central,0 spaces,,,,,1,0,0,0,,,7/29/2020,no listing date,
"['525', 'E', '82nd', 'St', 'APT', '5E']",NY 10028,425000,1,1,700,2020,7,29,Condo,1962,,,Covered,,,,"Appliances included: Dishwasher, Freezer, Microwave, Range / Oven, Refrigerator",1,0,0,0,11/23/2019 0:00,465000,7/29/2020,249,-0.086021505
"['140', 'W', 'End', 'Ave', '21M']",NY 10023,775000,1,1,865,2020,7,29,Condo,1964,Gas,,Covered,,,,,1,0,0,0,3/9/2020 0:00,825000,7/29/2020,142,-0.060606061
"['200', 'E', '66th', 'St', 'APT', 'C1702']",NY 10065,1880000,2,2,1349,2020,7,28,Condo,1951,,,Covered,,,,,1,0,0,0,2/17/2020 0:00,2150000,7/28/2020,162,-0.125581395
"['35', '45', 'E', '9th', 'St']",NY 10003,1850000,2,1,98609,2020,7,28,Condo,1924,Forced air,Central,0 spaces,,,,"Appliances included: Dishwasher, Microwave, Range / Oven, Refrigerator, Washer",1,0,0,0,6/20/2016 0:00,2650000,7/28/2020,1499,-0.301886792
"['199', 'Bowery', 'APT', '4A']",NY 10002,1170000,2,2,911,2020,7,28,Multiple Occupancy,2000,,None,"None, Covered",,,,Other interior features,1,0,0,0,12/13/2019 0:00,1375000,7/28/2020,228,-0.149090909
"['80', 'Gold', 'St']",NY 10038,1220000,2,1,912,2020,7,27,Condo,1969,,,"Garage, Garage - Detached, Covered",,,Flooring: Hardwood,,1,0,0,0,3/19/2016 0:00,975000,7/27/2020,1591,0.251282051
"['400', 'Central', 'Park', 'W', 'APT', '15P']",NY 10025,2480000,2,2,1141,2020,7,27,Condo,1961,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,2/10/2020 0:00,2500000,7/27/2020,168,-0.008
"['92', 'Horatio', 'St', 'APT', '3I']",NY 10014,740000,1,1,600,2020,7,24,Condo,1877,,,Covered,,,,,1,0,0,0,1/30/2020 0:00,750000,7/24/2020,176,-0.013333333
"['305', 'E', '72nd', 'St']",NY 10021,731400,,1,175387,2020,7,24,Condo,1957,,Central,Covered,,,,Other interior features,1,0,0,0,9/10/2018 0:00,425000,7/24/2020,683,0.720941176
"['2628', 'Broadway', 'APT', '5B']",NY 10025,1820000,3,2,1725,2020,7,24,Condo,2006,,Central,0 spaces,,,,Other interior features,1,0,0,0,11/8/2019 0:00,2295000,7/24/2020,259,-0.206971678
"['7', 'W', '96th', 'St']",NY 10025,1570000,3,3,100316,2020,7,24,Condo,1931,,,0 spaces,,,,,1,0,0,0,,,7/24/2020,no listing date,
"['322', 'E', '14th', 'St', 'APT', '2F']",NY 10003,585000,1,1,,2020,7,24,Condo,1920,,,0 spaces,,,,Appliances included: Dishwasher,1,0,0,0,10/17/2019 0:00,640000,7/24/2020,281,-0.0859375
"['180', 'Riverside', 'Dr']",NY 10024,3000000,3,,203436,2020,7,24,Condo,1922,,,0 spaces,,,,"Appliances included: Dishwasher, Dryer, Freezer, Microwave, Range / Oven, Refrigerator, Washer",1,0,0,0,1/12/2015 0:00,3000000,7/24/2020,2020,0
"['142', 'E', '16th', 'St', 'APT', '2E']",NY 10003,738000,1,1,850,2020,7,23,Condo,1963,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,11/6/2019 0:00,750000,7/23/2020,260,-0.016
"['120', 'E', '79th', 'St']",NY 10075,565000,2,2,77953,2020,7,22,Condo,1947,,,0 spaces,,,,Appliances included: Dishwasher,1,0,0,0,8/27/2020 0:00,1750000,7/22/2020,-36,-0.677142857
"['160', 'W', '66th', 'St']",NY 10023,9000000,2,3,1315,2020,7,22,Condo,1990,,,0 spaces,,,,,1,0,0,0,4/15/2016 0:00,3495000,7/22/2020,1559,1.575107296
"['118', 'E', '60th', 'St', 'APT', '12', 'D']",NY 10022,405000,,1,500,2020,7,22,Condo,1963,,Central,0 spaces,,,,Other interior features,1,0,0,0,6/11/2019 0:00,449000,7/22/2020,407,-0.097995546
"['433', '441', 'W', '34th', 'St']",NY 10001,680000,1,1,700,2020,7,22,Condo,1930,Geothermal,None,On-street,,,,,1,0,0,0,,,7/22/2020,no listing date,
"['800', 'Riverside', 'Dr', 'APT', '5E']",NY 10032,2100000,4,2,,2020,7,22,Condo,1920,,,0 spaces,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,11/14/2019 0:00,2299000,7/22/2020,251,-0.086559374
"['120', 'E', '79th', 'St', 'APT', '12B']",NY 10075,565000,1,1,,2020,7,22,Condo,1947,,,0 spaces,,,,,1,0,0,0,4/23/2019 0:00,699000,7/22/2020,456,-0.191702432
"['25', 'N', 'Moore', 'St', 'APT', '2C']",NY 10013,2600000,2,2,1354,2020,7,21,Condo,1924,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,3/5/2020 0:00,2599000,7/21/2020,138,0.000384763
"['225', 'E', '74th', 'St', 'APT', '1E']",NY 10021,1650000,3,2,1350,2020,7,21,Condo,1938,,,Covered,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,10/18/2018 0:00,1900000,7/21/2020,642,-0.131578947
"['23', 'W', '73rd', 'St', '1116']",NY 10023,975000,1,1,,2020,7,21,Condo,1926,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,6/13/2019 0:00,1065000,7/21/2020,404,-0.084507042
"['12', 'E', '97th', 'St', '7D']",NY 10029,655000,2,1,,2020,7,21,Condo,1926,,,0 spaces,,,,Appliances included: Dishwasher,1,0,0,0,2/15/2020 0:00,645000,7/21/2020,157,0.015503876
"['229', 'E', '79th', 'St']",NY 10075,715000,2,1,106905,2020,7,21,Condo,1930,,,0 spaces,,,,,1,0,0,0,8/17/2018 0:00,1395000,7/21/2020,704,-0.487455197
"['157', '165', '3rd', 'Ave']",NY 10003,746500,,1,151832,2020,7,17,Other,1930,Baseboard,Central,0 spaces,,,,,1,0,0,0,1/6/2015 0:00,75000,7/17/2020,2019,8.953333333
"['130', 'W', '67th', 'St', 'APT', '2A']",NY 10023,730000,1,1,,2020,7,17,Condo,1975,,Central,0 spaces,,,,,1,0,0,0,3/4/2020 0:00,735000,7/17/2020,135,-0.006802721
"['175', 'W', '93rd', 'St', 'APT', '15E']",NY 10025,736000,1,1,,2020,7,17,Multiple Occupancy,1929,,,None,,,Flooring: Hardwood,Appliances included: Dishwasher,1,0,0,0,1/16/2020 0:00,749000,7/17/2020,183,-0.017356475
"['1438', '3rd', 'Ave', 'APT', '28A']",NY 10028,1620000,1,2,771,2020,7,16,Condo,1982,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,3/9/2020 0:00,1195000,7/16/2020,129,0.355648536
"['426', 'W', '23rd', 'St', 'APT', '3F']",NY 10011,1200000,1,1,900,2020,7,15,Multiple Occupancy,1900,,,0 spaces,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,4/12/2018 0:00,1395000,7/15/2020,825,-0.139784946
"['330', 'E', '75th', 'St', 'APT', '8F']",NY 10021,898000,1,1,725,2020,7,15,Multiple Occupancy,1985,,Central,None,,,,Other interior features,1,0,0,0,1/31/2020 0:00,915000,7/15/2020,166,-0.018579235
"['301', 'E', '62nd', 'St', 'APT', '10', 'A']",NY 10065,140000,1,1,,2020,7,15,Apartment,1958,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,7/30/2014 0:00,599000,7/15/2020,2177,-0.766277129
"['1', 'Irving', 'Pl', 'APT', 'G8C']",NY 10003,3795,1,1,682,2020,7,15,Multiple Occupancy,1987,,,Garage - Attached,,,,"Appliances included: Dishwasher, Freezer, Range / Oven, Refrigerator",1,0,0,0,,,7/15/2020,no listing date,
"['288', 'Lexington', 'Ave', 'APT', '2B']",NY 10016,537500,1,1,640,2020,7,14,Condo,1955,Forced air,Other,Covered,,,,"Appliances included: Dryer, Washer",1,0,0,0,6/7/2019 0:00,625000,7/14/2020,403,-0.14
"['65', 'W', '95th', 'St', 'APT', '2B']",NY 10025,825000,1,1,850,2020,7,14,Single Family,1928,"Other, Oil",Other,0 spaces,,,Flooring: Hardwood,"Appliances included: Dishwasher, Freezer, Microwave, Range / Oven, Refrigerator",1,0,0,0,10/14/2019 0:00,895000,7/14/2020,274,-0.078212291
"['411', 'E', '57th', 'St']",NY 10022,460000,1,1,,2020,7,14,Condo,1959,,,Covered,,,,,1,0,0,0,1/18/2020 0:00,475000,7/14/2020,178,-0.031578947
"['40', '5th', 'Ave', '4B']",NY 10011,2910000,2,2,1436,2020,7,14,Condo,1929,,Central,Covered,,,,Other interior features,1,0,0,0,1/21/2020 0:00,2995000,7/14/2020,175,-0.028380634
"['160', 'E', '65th', 'St']",NY 10065,1450000,2,3,246320,2020,7,14,Condo,1969,,,"Garage, Garage - Attached, Covered",,,,,1,0,0,0,9/4/2018 0:00,1715000,7/14/2020,679,-0.15451895
"['520', 'W', '28th', 'St', 'APT', '13']",NY 10001,3930000,2,3,1691,2020,7,14,Multiple Occupancy,2016,"None, Forced air",Central,"Garage - Attached, Off-street, Covered",,,,"Appliances included: Dishwasher, Dryer, Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",1,0,0,0,6/23/2020 0:00,5095000,7/14/2020,21,-0.228655545
"['305', '2nd', 'Ave', 'APT', '542']",NY 10003,3080000,3,3,2048,2020,7,13,Condo,1903,,Central,0 spaces,,,,Other interior features,1,0,0,0,11/6/2018 0:00,3590000,7/13/2020,615,-0.142061281
"['304', 'W', '88th', 'St', 'APT', '2A']",NY 10024,630000,1,1,,2020,7,13,Condo,1921,,,Covered,,,,,1,0,0,0,1/6/2020 0:00,630000,7/13/2020,189,0
"['200', 'W', '86th', 'St', 'APT', '11E']",NY 10024,1740000,2,2,,2020,7,13,Condo,1931,,Central,0 spaces,,,,"Appliances included: Dryer, Washer",1,0,0,0,10/9/2019 0:00,1795000,7/13/2020,278,-0.030640669
"['431', 'E', '82nd', 'St', 'APT', '5B']",NY 10028,515000,1,1,,2020,7,10,Condo,1910,,,Covered,,,,,1,0,0,0,9/24/2019 0:00,595000,7/10/2020,290,-0.134453782
"['240', '242', 'E', 'Houston', 'St', '5E']",NY 10002,1620000,2,2,1090,2020,7,9,Condo,1920,Forced air,Central,0 spaces,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,3/24/2016 0:00,1699000,7/9/2020,1568,-0.04649794
"['322', 'W', '57th', 'St', 'APT', '21M1']",NY 10019,2020000,2,3,1355,2020,7,8,Condo,1978,Forced air,Central,"Garage, Garage - Attached, Covered",,,,Other interior features,1,0,0,0,4/21/2020 0:00,2300000,7/8/2020,78,-0.12173913
"['159', 'E', '30th', 'St', 'APT', '18B']",NY 10016,974000,3,2,1075,2020,7,8,Multiple Occupancy,1986,,,"None, Covered",,,Flooring: Hardwood,Other interior features,1,0,0,0,10/24/2019 0:00,1199000,7/8/2020,258,-0.18765638
"['7', 'Harrison', 'St', '3S']",NY 10013,4099999,3,3,2126,2020,7,7,Condo,1900,,Central,Covered,,,,Other interior features,1,0,0,0,7/29/2019 0:00,4700000,7/7/2020,344,-0.127659787
"['333', 'W', '56th', 'St', 'APT', '6E']",NY 10019,705000,,1,582,2020,7,7,Multiple Occupancy,1929,,,None,,,Flooring: Hardwood,,1,0,0,0,2/4/2020 0:00,735000,7/7/2020,154,-0.040816327
"['15', 'Broad', 'St', 'APT', '2600']",NY 10005,1880000,1,2,1734,2020,7,6,Multiple Occupancy,,"Forced air, Electric",None,None,"Small Dogs, Dogs",In Unit,Flooring: Hardwood,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,7/17/2019 0:00,2200000,7/6/2020,355,-0.145454545
"['345', 'E', '80th', 'St', 'APT', '17H']",NY 10075,780000,1,1,627,2020,7,6,Condo,1973,,,Covered,,,,,1,0,0,0,9/11/2019 0:00,850000,7/6/2020,299,-0.082352941
"['516', 'W', '47th', 'St', 'APT', 'N7C']",NY 10036,541000,,1,444,2020,7,6,Condo,2003,,Other,0 spaces,,,,Other interior features,1,0,0,0,1/11/2019 0:00,615000,7/6/2020,542,-0.120325203
"['319', 'E', '105th', 'St', 'APT', '4D']",NY 10029,500000,2,1,721,2020,7,2,Condo,1950,"Other, Gas",Other,On-street,,,"Flooring: Tile, Hardwood","Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,4/2/2019 0:00,625000,7/2/2020,457,-0.2
"['255', '263', 'W', '23rd', 'St']",NY 10011,1050000,1,1,550,2020,7,2,Condo,1940,,,0 spaces,,,,,1,0,0,0,,,7/2/2020,no listing date,
"['430', 'W', '34th', 'St', 'APT', '12H']",NY 10001,767500,1,1,,2020,7,1,Condo,1963,,,Covered,,,,,1,0,0,0,2/11/2020 0:00,795000,7/1/2020,141,-0.034591195
"['2', 'Grove', 'St', '2EF']",NY 10014,2200000,2,2,,2020,7,1,Condo,1940,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,1/23/2020 0:00,2250000,7/1/2020,160,-0.022222222
"['350', 'W', '42nd', 'St', 'APT', '32B']",NY 10036,1530000,2,2,1250,2020,7,1,Condo,2007,,Central,0 spaces,,,,Other interior features,1,0,0,0,1/30/2020 0:00,1775000,7/1/2020,153,-0.138028169
"['785', 'Park', 'Ave', 'APT', '15A']",NY 10021,2230000,3,3,1575,2020,7,1,Condo,1940,,,Covered,,,,"Appliances included: Dryer, Washer",1,0,0,0,9/20/2019 0:00,2350000,7/1/2020,285,-0.05106383
"['115', 'E', '9th', 'St', 'APT', '5P']",NY 10003,480000,,1,400,2020,7,1,Multiple Occupancy,1965,,,0 spaces,,,,,1,0,0,0,12/5/2012 0:00,390000,7/1/2020,2765,0.230769231
"['196', 'Orchard', 'St', '5', 'L']",NY 10002,1750000,1,2,1124,2020,7,1,Condo,2018,,,Covered,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,8/26/2019 0:00,1925000,7/1/2020,310,-0.090909091
"['150', 'W', 'End', 'Ave', 'APT', '11S']",NY 10023,750000,1,1,452258,2020,7,1,Condo,1963,Gas,,Covered,,,,Other interior features,1,0,0,0,12/8/2019 0:00,739000,7/1/2020,206,0.01488498
"['315', 'E', '69th', 'St', 'APT', '12C']",NY 10021,750000,1,1,,2020,7,1,Condo,1961,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,2/20/2019 0:00,750000,7/1/2020,497,0
"['200', 'Cabrini', 'Blvd', 'APT', '16']",NY 10033,1100000,3,2,1265,2020,7,1,Condo,1939,,,0 spaces,,,,Appliances included: Dishwasher,1,0,0,0,12/3/2019 0:00,1195000,7/1/2020,211,-0.079497908
"['400', 'E', '56th', 'St', 'APT', '16D']",NY 10022,1600000,3,2,1481,2020,7,1,Condo,1968,Gas,,Covered,,,,,1,0,0,0,10/23/2019 0:00,1679000,7/1/2020,252,-0.047051817
"['139', 'E', '94th', 'St', '4AB']",NY 10128,4120000,5,6,,2020,6,30,Condo,1928,,,0 spaces,,,Appliances,"Appliances included: Dishwasher, Dryer, Freezer, Range / Oven, Refrigerator, Washer",1,0,0,0,,,6/30/2020,no listing date,
"['3692', 'Broadway', 'APT', '22']",NY 10031,245000,2,1,,2020,6,30,Condo,1926,,,0 spaces,,,,Appliances included: Refrigerator,1,0,0,0,10/31/2019 0:00,299000,6/30/2020,243,-0.180602007
"['410', 'Central', 'Park', 'W', '11E']",NY 10025,810000,1,1,,2020,6,30,Condo,1929,,,Covered,,,,,1,0,0,0,11/22/2019 0:00,875000,6/30/2020,221,-0.074285714
"['2280', 'Frederick', 'Douglass', 'Blvd', 'APT', '9B']",NY 10027,1600000,3,3,1404,2020,6,30,Condo,2010,Forced air,Other,Garage - Attached,,,,"Appliances included: Dryer, Washer",1,0,0,0,2/1/2019 0:00,1695000,6/30/2020,515,-0.056047198
"['865', 'United', 'Nations', 'Plz', 'APT', '8C']",NY 10017,790000,1,1,947,2020,6,30,Condo,1930,,Central,0 spaces,,,,Other interior features,1,0,0,0,2/18/2020 0:00,800000,6/30/2020,133,-0.0125
"['870', '5th', 'Ave', 'APT', '4E']",NY 10065,2420000,2,2,235448,2020,6,30,Condo,1949,,,Covered,,,,,1,0,0,0,10/29/2019 0:00,2495000,6/30/2020,245,-0.03006012
"['160', 'Central', 'Park', 'S', '909']",NY 10019,3800000,2,3,1388,2020,6,26,Condo,1930,,Central,Covered,,,,Other interior features,1,0,0,0,9/20/2019 0:00,4850000,6/26/2020,280,-0.216494845
"['211', 'Madison', 'Ave', '18A']",NY 10016,1900000,2,3,2321,2020,6,25,Condo,1985,,,0 spaces,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,9/7/2018 0:00,2450000,6/25/2020,657,-0.224489796
"['363', 'E', '76th', 'St', '17EF']",NY 10021,1820000,2,2,1600,2020,6,24,Condo,1963,,,Covered,,,,,1,0,0,0,1/17/2020 0:00,1895000,6/24/2020,159,-0.039577836
"['200', 'E', '24th', 'St', 'APT', '808']",NY 10010,512500,1,1,,2020,6,24,Condo,1972,,,Garage - Attached,,,,Appliances included: Dishwasher,1,0,0,0,9/12/2019 0:00,550000,6/24/2020,286,-0.068181818
"['2', 'S', 'End', 'Ave', 'APT', '6F']",NY 10280,475000,1,1,632,2020,6,22,Condo,1990,Forced air,Wall,Garage - Attached,,,,Appliances included: Dishwasher,1,0,0,0,9/30/2019 0:00,500000,6/22/2020,266,-0.05
"['109', 'Mercer', 'St', 'APT', '5']",NY 10012,3900000,3,3,2177,2020,6,19,Condo,2009,Other,Central,"None, Covered",,,,Other interior features,1,0,0,0,5/23/2018 0:00,5500000,6/19/2020,758,-0.290909091
"['258', 'Saint', 'Nicholas', 'Ave', 'APT', '5A']",NY 10027,1950000,3,2,1925,2020,6,19,Condo,2006,,,0 spaces,,,Flooring: Hardwood,Other interior features,1,0,0,0,2/20/2020 0:00,2000000,6/19/2020,120,-0.025
"['239', 'E', '79th', 'St', 'APT', '7F']",NY 10075,1750000,2,2,,2020,6,17,Condo,1957,,,0 spaces,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,10/15/2019 0:00,2000000,6/17/2020,246,-0.125
"['118', 'Suffolk', 'St', 'APT', '5B']",NY 10002,912500,1,1,900,2020,6,16,Condo,1910,,,0 spaces,,,,,1,0,0,0,12/3/2019 0:00,950000,6/16/2020,196,-0.039473684
"['30', 'W', '61st', 'St', 'APT', '26E']",NY 10023,1100000,1,1,666,2020,6,15,Condo,1982,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,2/27/2020 0:00,1200000,6/15/2020,109,-0.083333333
"['225', 'E', '57th', 'St', 'APT', '9J']",NY 10022,635000,1,1,900,2020,6,15,Condo,1964,"Forced air, Gas",Central,"Garage - Attached, Covered",,,"Flooring: Tile, Hardwood","Appliances included: Dishwasher, Microwave, Range / Oven, Refrigerator",1,0,0,0,10/15/2019 0:00,649900,6/15/2020,244,-0.022926604
"['641', '5th', 'Ave', '27B']",NY 10022,1710000,1,2,1238,2020,6,15,Condo,1973,,,Covered,,,,"Appliances included: Dryer, Washer",1,0,0,0,6/25/2019 0:00,2495000,6/15/2020,356,-0.314629259
"['201', 'W', '72nd', 'St', 'APT', '4G']",NY 10023,890000,1,1,707,2020,6,15,Condo,1991,,Central,0 spaces,,,,Other interior features,1,0,0,0,2/3/2020 0:00,949000,6/15/2020,133,-0.062170706
"['325', 'Lexington', 'Ave', 'APT', '29C']",NY 10016,2230000,2,2,1097,2020,6,15,Condo,2014,,,Covered,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,1/29/2020 0:00,2250000,6/15/2020,138,-0.008888889
"['401', 'E', '89th', 'St', 'APT', '11C']",NY 10128,1690000,3,3,1535,2020,6,12,Apartment,1963,,,0 spaces,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,6/11/2019 0:00,1895000,6/12/2020,367,-0.10817942
"['336', 'W', 'End', 'Ave', 'APT', '14D']",NY 10023,775000,1,1,850,2020,6,12,Condo,1931,,,Covered,,,,Appliances included: Garbage disposal,1,0,0,0,12/6/2019 0:00,799000,6/12/2020,189,-0.030037547
"['304', 'W', '75th', 'St', 'APT', '15F']",NY 10023,386000,,1,400,2020,6,12,Condo,1930,,,0 spaces,,,,Appliances included: Dishwasher,1,0,0,0,9/19/2019 0:00,419000,6/12/2020,267,-0.07875895
"['400', 'E', '52nd', 'St', 'APT', '6I']",NY 10022,430000,,1,,2020,6,11,Condo,1930,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,10/31/2019 0:00,459000,6/11/2020,224,-0.063180828
"['3', 'Hanover', 'Sq', 'APT', '6C']",NY 10004,485000,,1,525,2020,6,9,Condo,1926,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,9/2/2019 0:00,549000,6/9/2020,281,-0.116575592
"['221', 'E', '78th', 'St', 'APT', '4B']",NY 10075,540000,1,1,668,2020,6,9,Condo,1948,,,Covered,,,Flooring: Hardwood,Other interior features,1,0,0,0,1/21/2020 0:00,549000,6/9/2020,140,-0.016393443
"['142', 'E', '71st', 'St', '11BC']",NY 10021,5970000,4,5,,2020,6,9,Condo,1927,,Central,Covered,,,,Other interior features,1,0,0,0,7/15/2019 0:00,6500000,6/9/2020,330,-0.081538462
